manufacture_year,make,model,trim,body_type,transmission,vin,state,condition_score,odometer,exterior_color,interior_color,seller,mmr,selling_price,original_saledate,sale_date,sale_year,sale_month,sale_quarter,sale_day_name,sale_day_of_week,profit,profit_margin_pct,margin_tier,price_category,mileage_category,condition_category,vehicle_age,age_category,units_sold,total_revenue,total_profit,avg_price,avg_margin
2012,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbalz3c54cdl72186,CA,45,21262,WHITE,—,financial services remarketing (lease),50400,52250,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1850,3.67,Low Margin (0-5%),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),57,2078000,1925,36456.14035087719,-0.33577298250340776
2012,BMW,750I,750i,UNKNOWN,AUTOMATIC,wbaka8c51ccy37982,CA,4,40183,GRAY,BLUE,financial services remarketing (lease),34000,35500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1500,4.41,Low Margin (0-5%),Premium ($30k-$50k),Low Mileage (25k-50k),Very Good (4.0-4.4),2,Nearly New (2-3 yrs),18,413100,-6100,22950.0,-2.449936002826177
2012,BMW,1 SERIES,128i,CONVERTIBLE,AUTOMATIC,wbaun1c57cvr00222,CA,35,24380,BLACK,BLACK,financial services remarketing (lease),24100,35500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,11400,47.3,High Margin (15%+),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),36,691650,5550,19212.5,1.5175372373913723
2012,MINI,COOPER COUPE,S,HATCHBACK,MANUAL,wmwsx3c58ct408212,CA,42,51347,GRAY,BLACK,mckenna audi/mckenna bmw,13700,13750,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,50,0.36,Low Margin (0-5%),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),5,71500,2550,14300.0,3.6526994049564534
2012,AUDI,A5,2.0T Premium quattro,COUPE,AUTOMATIC,waulfafr6ca006081,CA,41,33856,WHITE,BLACK,aaero sweet company,24700,27000,Tue Dec 23 2014 12:00:00,2014-12-23,2014,12,4,Tuesday,3,2300,9.31,Medium Margin (5-15%),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),24,632250,-4250,26343.75,-0.502629978766806
2012,BMW,5 SERIES,528i,SEDAN,AUTOMATIC,wbaxg5c5xcc594269,CA,34,31616,GRAY,—,financial services remarketing (lease),29700,28000,Thu Jan 29 2015 04:30:00,2015-01-29,2015,1,1,Thursday,5,-1700,-5.72,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),3805,81991350,-613050,21548.318002628122,-0.010091298892630447
2012,BMW,3 SERIES,328i,SEDAN,UNKNOWN,wba3c1c50ca696789,CA,2,25355,WHITE,BEIGE,gm financial,25300,14750,Wed Dec 17 2014 11:00:00,2014-12-17,2014,12,4,Wednesday,4,-10550,-41.7,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Fair (2.0-2.9),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,5 SERIES,528i,SEDAN,AUTOMATIC,wbaxg5c55cdw85315,CA,42,30445,BLACK,BLACK,financial services remarketing (lease),29900,28500,Thu Jan 29 2015 04:30:00,2015-01-29,2015,1,1,Thursday,5,-1400,-4.68,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),3805,81991350,-613050,21548.318002628122,-0.010091298892630447
2012,BMW,M3,Base,CONVERTIBLE,AUTOMATIC,wbsdx9c56ce784810,CA,47,20850,—,BLACK,financial services remarketing (lease),42800,43500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,700,1.64,Low Margin (0-5%),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),47,1266550,-19975,26947.872340425532,-2.3353088082094997
2012,BMW,7 SERIES,740i,SEDAN,AUTOMATIC,wbaka4c52cds99120,CA,46,46943,WHITE,BLACK,financial services remarketing (lease),33900,33000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-900,-2.65,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),136,2089225,-104525,15361.948529411764,-3.8259572152090877
2012,BMW,3 SERIES,335i,COUPE,MANUAL,wbakg7c55ce263223,CA,42,27312,GRAY,GRAY,financial services remarketing (lease),31300,33000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1700,5.43,Medium Margin (5-15%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,3 SERIES,328i,CONVERTIBLE,AUTOMATIC,wbadw7c53ce729632,CA,49,33355,GRAY,BLACK,financial services remarketing (lease),28000,27500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-500,-1.79,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,5 SERIES,535i,SEDAN,AUTOMATIC,wbafr7c52cc807958,CA,43,34966,WHITE,BLACK,the car exchange,34000,32500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-1500,-4.41,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),367,6538675,-153025,17816.553133514986,-1.032045758122853
2012,BMW,3 SERIES,328i,SEDAN,AUTOMATIC,wba3a5c5xcf346666,CA,41,36617,BLACK,BLACK,financial services remarketing (lease),23900,23500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-400,-1.67,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbalz3c54cdl72740,CA,44,25060,WHITE,—,financial services remarketing (lease),49400,51500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,2100,4.25,Low Margin (0-5%),Luxury ($50k+),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),57,2078000,1925,36456.14035087719,-0.33577298250340776
2012,BMW,1 SERIES,128i,CONVERTIBLE,AUTOMATIC,wbaun1c54cvh84268,CA,46,15311,WHITE,—,financial services remarketing (lease),25000,25000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,0,0.0,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),36,691650,5550,19212.5,1.5175372373913723
2012,BMW,3 SERIES,335i,COUPE,MANUAL,wbakg7c55ce263156,CA,47,16827,BLACK,BEIGE,financial services remarketing (lease),32600,34750,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,2150,6.6,Medium Margin (5-15%),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbalz3c52cdl70551,CA,49,11868,GRAY,—,financial services remarketing (lease),49200,47000,Thu Feb 12 2015 04:30:00,2015-02-12,2015,2,1,Thursday,5,-2200,-4.47,Negative Margin (Loss),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),3,Nearly New (2-3 yrs),619,20510325,-28075,33134.61227786753,-0.06626605956074723
2012,BMW,750I,750i,UNKNOWN,AUTOMATIC,wbaka8c59ccy37616,CA,35,42482,BLACK,BLACK,financial services remarketing (lease),33500,33000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-500,-1.49,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),18,413100,-6100,22950.0,-2.449936002826177
2012,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbalz3c58cdl70649,CA,36,35458,BLACK,BLACK,financial services remarketing (lease),45100,44250,Thu Jan 29 2015 04:30:00,2015-01-29,2015,1,1,Thursday,5,-850,-1.88,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),619,20510325,-28075,33134.61227786753,-0.06626605956074723
2012,BMW,M3,Base,CONVERTIBLE,AUTOMATIC,wbsdx9c5xce784602,CA,42,35920,SILVER,BLACK,high bid trading co inc,40000,41000,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,1000,2.5,Low Margin (0-5%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),47,1266550,-19975,26947.872340425532,-2.3353088082094997
2012,BMW,7 SERIES,740Li,SEDAN,AUTOMATIC,wbakb4c55cc576684,CA,44,30313,BLACK,GRAY,financial services remarketing (lease),40500,40000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-500,-1.23,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),136,2089225,-104525,15361.948529411764,-3.8259572152090877
2012,ACURA,TSX,Special Edition,SEDAN,AUTOMATIC,jh4cu2f82cc009116,CA,39,43807,BLACK,BLACK,ahfc/honda lease trust/hvt  inc. eot,17300,17900,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,600,3.47,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),146,2206750,6725,15114.72602739726,0.563003827142568
2012,ACURA,TL,Technology Package,SEDAN,AUTOMATIC,19uua8f59ca015354,CA,47,50229,BLACK,BLACK,ahfc/honda lease trust/hvt  inc. eot,19700,20500,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,800,4.06,Low Margin (0-5%),Mid-Range ($20k-$30k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),275,3064100,-6700,11142.181818181818,-1.2737206838595316
2012,null,null,Standard,UNKNOWN,AUTOMATIC,wbakb8c50cc964249,CA,4,33155,GRAY,GRAY,financial services remarketing (lease),46100,45500,Thu Jan 15 2015 04:30:00,2015-01-15,2015,1,1,Thursday,5,-600,-1.3,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Very Good (4.0-4.4),3,Nearly New (2-3 yrs),null,null,null,null,null
2012,BMW,5 SERIES,535i,SEDAN,AUTOMATIC,wbafr7c57cc808572,CA,39,38866,GRAY,BLACK,financial services remarketing (lease),33700,34000,Thu Jan 15 2015 04:30:00,2015-01-15,2015,1,1,Thursday,5,300,0.89,Low Margin (0-5%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),3805,81991350,-613050,21548.318002628122,-0.010091298892630447
2012,BMW,3 SERIES,328i,COUPE,AUTOMATIC,wbake5c58ce755738,CA,28,20163,BLACK,BLACK,financial services remarketing (lease),23000,20000,Thu Feb 12 2015 04:30:00,2015-02-12,2015,2,1,Thursday,5,-3000,-13.04,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),3,Nearly New (2-3 yrs),7319,124597670,-801505,17023.865282142368,0.01942158579106897
2012,ACURA,RDX,Technology Package,SUV,AUTOMATIC,5j8tb2h51ca002472,CA,37,30901,WHITE,GRAY,lexus of thousand oaks,23200,22500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,-700,-3.02,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),43,797150,-150,18538.372093023256,0.6936506638472287
2012,BMW,6 SERIES,650i,CONVERTIBLE,UNKNOWN,wbalz3c53cdl72437,CA,46,42686,GRAY,BLACK,financial services remarketing (lease),43300,41100,Thu Jan 29 2015 04:30:00,2015-01-29,2015,1,1,Thursday,5,-2200,-5.08,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),619,20510325,-28075,33134.61227786753,-0.06626605956074723
2012,ACURA,TSX,Base,SEDAN,AUTOMATIC,jh4cu2f47cc007861,CA,42,13424,BLACK,BEIGE,ahfc/honda lease trust/hvt  inc. eot,17950,19600,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,1650,9.19,Medium Margin (5-15%),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),146,2206750,6725,15114.72602739726,0.563003827142568
2012,BMW,5 SERIES,535i,SEDAN,AUTOMATIC,wbafr7c50cc808946,CA,38,52387,GRAY,BLACK,financial services remarketing (lease),31300,32500,Thu Jan 29 2015 04:30:00,2015-01-29,2015,1,1,Thursday,5,1200,3.83,Low Margin (0-5%),Premium ($30k-$50k),Average (50k-75k),Excellent (4.5+),3,Nearly New (2-3 yrs),3805,81991350,-613050,21548.318002628122,-0.010091298892630447
2012,BMW,3 SERIES,328i,COUPE,AUTOMATIC,wbake5c56ce755978,CA,27,18057,WHITE,BLACK,financial services remarketing (lease),23000,22250,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,-750,-3.26,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,3 SERIES,328i,CONVERTIBLE,AUTOMATIC,wbadw7c57ce728676,CA,28,13661,BLACK,—,financial services remarketing (lease),29400,28250,Thu Feb 12 2015 04:30:00,2015-02-12,2015,2,1,Thursday,5,-1150,-3.91,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),3,Nearly New (2-3 yrs),7319,124597670,-801505,17023.865282142368,0.01942158579106897
2012,ACURA,TL,Base,SEDAN,AUTOMATIC,19uua8f24ca015137,CA,24,35604,GRAY,BLACK,ahfc/honda lease trust/hvt  inc. eot,18700,16800,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-1900,-10.16,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),275,3064100,-6700,11142.181818181818,-1.2737206838595316
2012,BMW,3 SERIES,328i,CONVERTIBLE,AUTOMATIC,wbadw7c59ce728503,CA,49,27272,GRAY,TAN,financial services remarketing (lease),28900,31750,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,2850,9.86,Medium Margin (5-15%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,750LI,750li,UNKNOWN,AUTOMATIC,wbakb8c58cc965083,CA,46,30917,GRAY,GRAY,financial services remarketing (lease),45200,46000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,800,1.77,Low Margin (0-5%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),19,778725,-9475,40985.52631578947,-1.1867780188148311
2012,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbalz3c53cdl72602,CA,49,26704,SILVER,TAN,financial services remarketing (lease),48700,49250,Thu Jan 15 2015 04:30:00,2015-01-15,2015,1,1,Thursday,5,550,1.13,Low Margin (0-5%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),619,20510325,-28075,33134.61227786753,-0.06626605956074723
2012,BMW,5 SERIES,535i,SEDAN,AUTOMATIC,wbafr7c58cc808323,CA,46,41539,WHITE,BLACK,financial services remarketing (lease),32800,36750,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,3950,12.04,Medium Margin (5-15%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),367,6538675,-153025,17816.553133514986,-1.032045758122853
2012,ACURA,ZDX,Technology Package,HATCHBACK,AUTOMATIC,2hnyb1h40ch500373,CA,36,33680,BLACK,BLACK,ahfc/honda lease trust/hvt  inc. eot,28200,26600,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-1600,-5.67,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),6,164800,1200,27466.666666666668,0.7413421591238277
2012,BMW,3 SERIES,328i,CONVERTIBLE,AUTOMATIC,wbadw7c51ce728303,CA,29,37032,BLACK,BLACK,financial services remarketing (lease),26300,25000,Tue Feb 03 2015 04:30:00,2015-02-03,2015,2,1,Tuesday,3,-1300,-4.94,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),7319,124597670,-801505,17023.865282142368,0.01942158579106897
2012,BMW,3 SERIES,328i,SEDAN,AUTOMATIC,wba3a5c54cf341740,CA,48,23936,WHITE,—,financial services remarketing (lease),26900,28000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1100,4.09,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,AUDI,A4,2.0T Premium quattro,SEDAN,AUTOMATIC,waubfaflxcn004222,CA,38,15193,BLACK,BLACK,high bid trading co inc,22900,24250,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,1350,5.9,Medium Margin (5-15%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),238,2220750,-44250,9330.882352941177,-3.171323699464785
2012,BMW,1 SERIES,128i,CONVERTIBLE,AUTOMATIC,wbaun1c54cvh84416,CA,43,33965,BLUE,—,financial services remarketing (lease),23200,22750,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-450,-1.94,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),36,691650,5550,19212.5,1.5175372373913723
2012,ACURA,TSX,Special Edition,SEDAN,AUTOMATIC,jh4cu2f80cc007347,CA,41,30406,GRAY,BLACK,ahfc/honda lease trust/hvt  inc. eot,18150,19100,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,950,5.23,Medium Margin (5-15%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),146,2206750,6725,15114.72602739726,0.563003827142568
2012,BMW,5 SERIES,535i,SEDAN,AUTOMATIC,wbafr7c50cc808722,CA,44,54898,WHITE,TAN,financial services remarketing (lease),30600,31000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,400,1.31,Low Margin (0-5%),Premium ($30k-$50k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),367,6538675,-153025,17816.553133514986,-1.032045758122853
2012,BMW,5 SERIES,528i,SEDAN,AUTOMATIC,wbaxg5c54cdy30327,CA,35,62345,GRAY,BLACK,walters auto sales/service inc,26000,24750,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,-1250,-4.81,Negative Margin (Loss),Mid-Range ($20k-$30k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),367,6538675,-153025,17816.553133514986,-1.032045758122853
2012,BMW,3 SERIES,335is,CONVERTIBLE,AUTOMATIC,wbadx1c57ce570754,CA,36,48143,BLACK,BLACK,financial services remarketing (lease),33800,33000,Thu Jan 15 2015 04:30:00,2015-01-15,2015,1,1,Thursday,5,-800,-2.37,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),7319,124597670,-801505,17023.865282142368,0.01942158579106897
2012,BMW,5 SERIES,528i,SEDAN,AUTOMATIC,wbaxg5c59cdx05260,CA,38,35294,WHITE,TAN,l m auto wholesale,31600,28000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-3600,-11.39,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),367,6538675,-153025,17816.553133514986,-1.032045758122853
2012,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbalz3c58cdl73387,CA,34,44520,BLACK,BLACK,financial services remarketing (lease),40900,40500,Thu Feb 26 2015 04:30:00,2015-02-26,2015,2,1,Thursday,5,-400,-0.98,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),619,20510325,-28075,33134.61227786753,-0.06626605956074723
2012,BMW,5 SERIES,528i,SEDAN,AUTOMATIC,wbaxg5c53cdx03584,CA,38,59814,WHITE,BLACK,financial services remarketing (lease),26500,28000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1500,5.66,Medium Margin (5-15%),Mid-Range ($20k-$30k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),367,6538675,-153025,17816.553133514986,-1.032045758122853
2012,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbalz3c5xcdl71009,CA,34,26807,BLACK,—,financial services remarketing (lease),48700,47000,Thu Jan 15 2015 04:30:00,2015-01-15,2015,1,1,Thursday,5,-1700,-3.49,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),619,20510325,-28075,33134.61227786753,-0.06626605956074723
2012,AUDI,A6,3.0T Premium quattro,SEDAN,AUTOMATIC,waubgafc0cn029580,CA,36,13936,BLACK,BLACK,ars/executive car leasing co,33900,33100,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-800,-2.36,Negative Margin (Loss),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),88,1460400,18725,16595.454545454544,7.652052329881997
2012,BMW,6 SERIES,640i,CONVERTIBLE,AUTOMATIC,wbalw7c50cc618639,CA,37,45540,BLUE,BEIGE,high bid trading co inc,42800,40750,Wed Dec 17 2014 12:15:00,2014-12-17,2014,12,4,Wednesday,4,-2050,-4.79,Negative Margin (Loss),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),57,2078000,1925,36456.14035087719,-0.33577298250340776
2012,ACURA,TL,Technology Package,SEDAN,AUTOMATIC,19uua8f58ca025292,CA,34,28151,BLACK,BLACK,ahfc/honda lease trust/hvt  inc.,21900,21000,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-900,-4.11,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),275,3064100,-6700,11142.181818181818,-1.2737206838595316
2012,BMW,3 SERIES,328i,CONVERTIBLE,AUTOMATIC,wbadw7c5xce729224,CA,43,29297,WHITE,BLACK,financial services remarketing (lease),28600,30000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1400,4.9,Low Margin (0-5%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,3 SERIES,328i,COUPE,AUTOMATIC,wbake5c56ce755835,CA,29,61573,WHITE,—,financial services remarketing (lease),20000,19000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-1000,-5.0,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,6 SERIES,650i,COUPE,AUTOMATIC,wbalx3c51cc528390,CA,42,32341,GRAY,BLACK,financial services remarketing (lease),43200,43500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,300,0.69,Low Margin (0-5%),Premium ($30k-$50k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),57,2078000,1925,36456.14035087719,-0.33577298250340776
2012,BMW,7 SERIES,740i,SEDAN,AUTOMATIC,wbaka4c50cds99049,CA,41,17676,BLUE,BLACK,financial services remarketing (lease),38200,36500,Thu Feb 12 2015 04:30:00,2015-02-12,2015,2,1,Thursday,5,-1700,-4.45,Negative Margin (Loss),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),3,Nearly New (2-3 yrs),1051,19081950,-149550,18155.994291151284,-1.2312607685867927
2012,ACURA,TSX,Base,SEDAN,AUTOMATIC,jh4cu2f49cc003956,CA,19,27906,GRAY,GRAY,ag leaseplan,17150,14000,Wed Jan 21 2015 04:30:00,2015-01-21,2015,1,1,Wednesday,4,-3150,-18.37,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),973,13744600,-27750,14126.002055498459,0.1526844787695705
2012,ACURA,TSX,Base,SEDAN,AUTOMATIC,jh4cu2f64cc008869,CA,33,10225,WHITE,TAN,ahfc/honda lease trust/hvt  inc. eot,20500,19400,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-1100,-5.37,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),146,2206750,6725,15114.72602739726,0.563003827142568
2012,AUDI,R8,4.2 quattro,COUPE,AUTOMATIC,wuaauafg1cn002532,CA,39,11740,GRAY,BLACK,the hertz corporation,91000,91000,Wed Feb 11 2015 04:30:00,2015-02-11,2015,2,1,Wednesday,4,0,0.0,Low Margin (0-5%),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),3,Nearly New (2-3 yrs),36,3213550,-70450,89265.27777777778,-2.1663948233788712
2012,BMW,3 SERIES,328i,SEDAN,AUTOMATIC,wba3a5c57cf340727,CA,47,44099,WHITE,—,financial services remarketing (lease),23300,23250,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-50,-0.21,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2012,BMW,3 SERIES,328i,COUPE,AUTOMATIC,wbake3c53ce769664,CA,4,36013,BLACK,BLACK,financial services remarketing (lease),21900,21000,Thu Jan 15 2015 04:30:00,2015-01-15,2015,1,1,Thursday,5,-900,-4.11,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Very Good (4.0-4.4),3,Nearly New (2-3 yrs),7319,124597670,-801505,17023.865282142368,0.01942158579106897
